transaction_id,user_id,product_id,date,quantity,total_amount,cost_amount
1949,718,25,2025-10-28 14:23:21.686312,4,760.04,456.02399999999994
1950,958,37,2025-11-11 14:23:21.686312,4,1613.72,968.232
1951,753,23,2025-01-16 14:23:21.686312,2,114.1,68.46
1952,787,38,2025-07-31 14:23:21.686312,5,2467.85,1480.71
1953,459,13,2025-10-27 14:23:21.686312,3,602.8499999999999,361.71
1954,627,7,2025-06-05 14:23:21.686312,4,1956.72,1174.032
1955,674,28,2025-03-27 14:23:21.686312,3,418.62,251.17199999999997
1956,840,6,2025-09-30 14:23:21.686312,3,775.3199999999999,465.192
1957,379,38,2025-07-08 14:23:21.686312,2,987.14,592.284
1958,27,20,2025-09-25 14:23:21.686312,5,466.04999999999995,279.63
1959,292,27,2025-02-10 14:23:21.686312,3,838.47,503.082
1960,463,15,2025-12-06 14:23:21.686312,4,442.44,265.464
1961,454,38,2025-10-06 14:23:21.686312,1,493.57,296.142
1962,254,10,2025-05-07 14:23:21.686312,3,824.0699999999999,494.442
1963,470,47,2025-01-21 14:23:21.686312,3,774.96,464.976
1964,705,9,2025-04-02 14:23:21.686312,3,932.25,559.3499999999999
1965,379,43,2025-02-21 14:23:21.686312,4,70.88,42.528
1966,141,3,2025-03-31 14:23:21.686312,2,417.78,250.66799999999998
1967,732,50,2025-03-04 14:23:21.686312,3,887.3399999999999,532.404
1968,659,28,2025-10-17 14:23:21.686312,4,558.16,334.89599999999996
1969,394,9,2025-12-14 14:23:21.686312,5,1553.75,932.25
1970,479,12,2025-04-24 14:23:21.686312,2,979.08,587.448
1971,304,45,2025-11-07 14:23:21.686312,2,122.64,73.584
1972,897,45,2025-06-06 14:23:21.686312,5,306.6,183.96
1973,241,30,2025-12-23 14:23:21.686312,3,530.8499999999999,318.51
1974,183,35,2025-11-29 14:23:21.686312,2,631.26,378.756
1975,387,37,2025-10-12 14:23:21.686312,2,806.86,484.116
1976,487,2,2025-07-10 14:23:21.686312,2,719.42,431.652
1977,810,38,2025-11-19 14:23:21.686312,2,987.14,592.284
1978,626,15,2025-09-28 14:23:21.686312,5,553.05,331.83
1979,554,1,2025-04-17 14:23:21.686312,4,93.72,56.232
1980,417,26,2025-02-17 14:23:21.686312,2,864.08,518.448
1981,86,1,2025-08-16 14:23:21.686312,4,93.72,56.232
1982,801,25,2025-10-16 14:23:21.686312,4,760.04,456.02399999999994
1983,830,1,2025-10-29 14:23:21.686312,3,70.28999999999999,42.174
1984,112,49,2025-07-28 14:23:21.686312,2,145.52,87.312
1985,250,25,2025-09-01 14:23:21.686312,3,570.03,342.018
1986,906,45,2025-09-27 14:23:21.686312,2,122.64,73.584
1987,416,4,2025-03-01 14:23:21.686312,4,86.68,52.008
1988,27,9,2025-08-22 14:23:21.686312,3,932.25,559.3499999999999
1989,861,32,2025-12-02 14:23:21.686312,4,1247.76,748.656
1990,284,11,2025-03-04 14:23:21.686312,3,66.24,39.744
1991,54,8,2025-04-01 14:23:21.686312,1,233.1,139.85999999999999
1992,791,43,2025-11-18 14:23:21.686312,2,35.44,21.264
1993,490,4,2025-01-24 14:23:21.686312,2,43.34,26.004
1994,290,34,2025-11-07 14:23:21.686312,1,312.31,187.386
1995,916,16,2025-06-22 14:23:21.686312,4,300.6,180.36
1996,900,18,2025-10-25 14:23:21.686312,3,1486.41,891.846
1997,12,43,2025-11-07 14:23:21.686312,4,70.88,42.528
1998,424,22,2025-11-21 14:23:21.686312,4,1581.04,948.6239999999999
1999,813,3,2025-03-04 14:23:21.686312,2,417.78,250.66799999999998
2000,252,11,2025-10-16 14:23:21.686312,3,66.24,39.744
2001,3,3,2025-02-02 14:23:21.686312,3,626.67,376.00199999999995
2002,997,18,2025-09-24 14:23:21.686312,1,495.47,297.282
2003,529,21,2025-07-31 14:23:21.686312,2,674.44,404.66400000000004
2004,809,7,2025-05-25 14:23:21.686312,3,1467.54,880.5239999999999
2005,325,2,2025-01-30 14:23:21.686312,4,1438.84,863.304
2006,727,49,2025-04-28 14:23:21.686312,5,363.8,218.28
2007,33,18,2025-02-25 14:23:21.686312,3,1486.41,891.846
2008,573,15,2025-08-16 14:23:21.686312,4,442.44,265.464
2009,883,20,2025-10-19 14:23:21.686312,2,186.42,111.85199999999999
2010,506,8,2025-09-16 14:23:21.686312,2,466.2,279.71999999999997
2011,96,17,2025-05-20 14:23:21.686312,4,1333.56,800.136
2012,275,17,2025-06-04 14:23:21.686312,1,333.39,200.034
2013,906,44,2025-12-09 14:23:21.686312,3,1078.23,646.9380000000001
2014,351,18,2025-09-22 14:23:21.686312,1,495.47,297.282
2015,632,48,2025-07-26 14:23:21.686312,1,224.09,134.454
2016,776,37,2025-01-13 14:23:21.686312,4,1613.72,968.232
2017,389,14,2025-07-22 14:23:21.686312,5,1599.3000000000002,959.5799999999999
2018,282,12,2025-07-14 14:23:21.686312,5,2447.7000000000003,1468.62
2019,315,42,2025-06-20 14:23:21.686312,5,2030.6,1218.36
2020,759,23,2025-05-19 14:23:21.686312,3,171.14999999999998,102.69
2021,431,49,2025-09-25 14:23:21.686312,4,291.04,174.624
2022,386,28,2025-07-02 14:23:21.686312,5,697.6999999999999,418.61999999999995
2023,582,14,2025-10-22 14:23:21.686312,4,1279.44,767.664
2024,667,29,2025-10-06 14:23:21.686312,4,202.48,121.48799999999999
2025,898,3,2025-12-09 14:23:21.686312,1,208.89,125.33399999999999
2026,488,12,2025-06-22 14:23:21.686312,4,1958.16,1174.896
2027,313,23,2025-07-01 14:23:21.686312,4,228.2,136.92
2028,821,36,2025-03-28 14:23:21.686312,5,2022.25,1213.35
2029,3,5,2025-11-09 14:23:21.686312,5,734.4,440.64
2030,132,42,2025-11-20 14:23:21.686312,1,406.12,243.672
2031,771,25,2025-12-01 14:23:21.686312,5,950.05,570.03
2032,384,32,2025-09-03 14:23:21.686312,1,311.94,187.164
2033,324,28,2025-06-30 14:23:21.686312,4,558.16,334.89599999999996
2034,235,33,2025-08-17 14:23:21.686312,2,256.56,153.936
2035,392,1,2025-05-28 14:23:21.686312,5,117.15,70.28999999999999
2036,846,26,2025-11-12 14:23:21.686312,1,432.04,259.224
2037,197,18,2025-12-29 14:23:21.686312,1,495.47,297.282
2038,401,24,2025-07-11 14:23:21.686312,4,877.72,526.632
2039,477,15,2026-01-03 14:23:21.686312,1,110.61,66.366
2040,9,14,2025-12-10 14:23:21.686312,1,319.86,191.916
2041,8,34,2025-10-13 14:23:21.686312,4,1249.24,749.544
2042,604,43,2025-03-27 14:23:21.686312,2,35.44,21.264
2043,515,19,2025-08-19 14:23:21.686312,4,176.4,105.84
2044,445,44,2025-02-21 14:23:21.686312,5,1797.0500000000002,1078.23
2045,578,21,2025-04-07 14:23:21.686312,2,674.44,404.66400000000004
2046,539,46,2025-09-04 14:23:21.686312,5,2031.6999999999998,1219.02
2047,297,27,2025-06-14 14:23:21.686312,1,279.49,167.694
2048,311,46,2025-12-26 14:23:21.686312,3,1219.02,731.4119999999999
2049,419,37,2025-07-03 14:23:21.686312,2,806.86,484.116
2050,221,24,2025-10-18 14:23:21.686312,3,658.29,394.97399999999993
2051,350,39,2025-11-02 14:23:21.686312,1,37.97,22.782
2052,531,32,2025-11-19 14:23:21.686312,1,311.94,187.164
2053,735,29,2025-01-03 14:23:21.686312,1,50.62,30.371999999999996
2054,102,23,2025-08-03 14:23:21.686312,3,171.14999999999998,102.69
2055,633,29,2025-07-16 14:23:21.686312,3,151.85999999999999,91.11599999999999
2056,213,37,2025-11-21 14:23:21.686312,5,2017.15,1210.29
2057,768,41,2025-09-25 14:23:21.686312,5,2079.7,1247.82
2058,662,43,2025-03-06 14:23:21.686312,3,53.16,31.896
2059,400,8,2025-01-13 14:23:21.686312,1,233.1,139.85999999999999
2060,864,37,2025-12-08 14:23:21.686312,4,1613.72,968.232
2061,357,1,2025-11-22 14:23:21.686312,5,117.15,70.28999999999999
2062,960,10,2025-11-07 14:23:21.686312,3,824.0699999999999,494.442
2063,310,16,2025-03-16 14:23:21.686312,5,375.75,225.45000000000002
2064,588,16,2025-10-30 14:23:21.686312,3,225.45000000000002,135.27
2065,565,42,2025-06-27 14:23:21.686312,4,1624.48,974.688
2066,233,19,2025-01-10 14:23:21.686312,2,88.2,52.92
2067,232,12,2025-04-20 14:23:21.686312,2,979.08,587.448
2068,330,24,2025-10-17 14:23:21.686312,3,658.29,394.97399999999993
2069,567,23,2025-04-19 14:23:21.686312,5,285.25,171.14999999999998
2070,829,36,2025-11-01 14:23:21.686312,2,808.9,485.34
2071,160,16,2025-09-14 14:23:21.686312,1,75.15,45.09
2072,26,34,2025-04-27 14:23:21.686312,4,1249.24,749.544
2073,437,19,2025-04-08 14:23:21.686312,4,176.4,105.84
2074,962,45,2025-07-12 14:23:21.686312,1,61.32,36.792
2075,247,9,2025-03-30 14:23:21.686312,4,1243.0,745.8
2076,210,7,2025-10-27 14:23:21.686312,5,2445.9,1467.54
2077,5,3,2025-05-30 14:23:21.686312,3,626.67,376.00199999999995
2078,743,48,2025-12-08 14:23:21.686312,3,672.27,403.362
2079,505,38,2025-02-14 14:23:21.686312,5,2467.85,1480.71
2080,674,6,2025-02-12 14:23:21.686312,3,775.3199999999999,465.192
2081,317,5,2025-10-06 14:23:21.686312,1,146.88,88.128
2082,274,38,2025-01-06 14:23:21.686312,2,987.14,592.284
2083,287,12,2025-03-14 14:23:21.686312,3,1468.6200000000001,881.172
2084,133,36,2025-07-11 14:23:21.686312,2,808.9,485.34
2085,855,49,2025-09-06 14:23:21.686312,3,218.28000000000003,130.968
2086,706,15,2025-04-17 14:23:21.686312,1,110.61,66.366
2087,880,24,2026-01-03 14:23:21.686312,2,438.86,263.316
2088,773,7,2026-01-02 14:23:21.686312,3,1467.54,880.5239999999999
2089,820,6,2025-12-25 14:23:21.686312,4,1033.76,620.256
2090,187,16,2025-03-15 14:23:21.686312,3,225.45000000000002,135.27
2091,617,19,2025-08-16 14:23:21.686312,2,88.2,52.92
2092,982,29,2025-08-25 14:23:21.686312,4,202.48,121.48799999999999
2093,10,12,2025-07-18 14:23:21.686312,4,1958.16,1174.896
2094,316,6,2025-12-21 14:23:21.686312,5,1292.2,775.3199999999999
2095,390,3,2025-04-04 14:23:21.686312,2,417.78,250.66799999999998
2096,438,35,2025-10-22 14:23:21.686312,3,946.89,568.134
2097,388,22,2025-10-10 14:23:21.686312,5,1976.3,1185.78
2098,656,5,2025-05-15 14:23:21.686312,2,293.76,176.256
2099,924,6,2025-04-13 14:23:21.686312,4,1033.76,620.256
2100,55,37,2025-03-22 14:23:21.686312,5,2017.15,1210.29
2101,852,26,2025-12-06 14:23:21.686312,1,432.04,259.224
2102,661,40,2025-07-04 14:23:21.686312,5,406.25,243.75
2103,715,21,2025-01-30 14:23:21.686312,4,1348.88,809.3280000000001
2104,102,40,2025-02-15 14:23:21.686312,4,325.0,195.0
2105,193,23,2025-09-10 14:23:21.686312,5,285.25,171.14999999999998
2106,217,2,2025-05-04 14:23:21.686312,1,359.71,215.826
2107,437,22,2025-03-12 14:23:21.686312,4,1581.04,948.6239999999999
2108,424,35,2025-01-17 14:23:21.686312,3,946.89,568.134
2109,36,28,2025-05-27 14:23:21.686312,4,558.16,334.89599999999996
2110,965,2,2025-11-27 14:23:21.686312,1,359.71,215.826
2111,675,6,2025-07-31 14:23:21.686312,3,775.3199999999999,465.192
2112,616,9,2025-09-09 14:23:21.686312,2,621.5,372.9
2113,411,22,2025-04-10 14:23:21.686312,5,1976.3,1185.78
2114,473,20,2025-08-23 14:23:21.686312,4,372.84,223.70399999999998
2115,432,43,2025-06-02 14:23:21.686312,1,17.72,10.632
2116,795,46,2025-04-20 14:23:21.686312,3,1219.02,731.4119999999999
2117,449,31,2025-12-17 14:23:21.686312,3,1161.84,697.1039999999999
2118,946,43,2025-07-13 14:23:21.686312,3,53.16,31.896
2119,744,24,2025-02-06 14:23:21.686312,5,1097.15,658.29
2120,496,37,2025-06-23 14:23:21.686312,2,806.86,484.116
2121,239,31,2025-09-25 14:23:21.686312,3,1161.84,697.1039999999999
2122,447,13,2025-02-19 14:23:21.686312,3,602.8499999999999,361.71
2123,487,30,2025-11-16 14:23:21.686312,4,707.8,424.67999999999995
2124,680,12,2025-03-28 14:23:21.686312,4,1958.16,1174.896
2125,412,33,2025-12-09 14:23:21.686312,3,384.84000000000003,230.904
2126,167,37,2025-07-02 14:23:21.686312,4,1613.72,968.232
2127,790,18,2025-06-11 14:23:21.686312,5,2477.3500000000004,1486.4099999999999
2128,377,40,2025-05-17 14:23:21.686312,5,406.25,243.75
2129,909,9,2025-03-13 14:23:21.686312,1,310.75,186.45
2130,889,4,2025-05-25 14:23:21.686312,1,21.67,13.002
2131,943,39,2025-08-08 14:23:21.686312,3,113.91,68.346
2132,661,20,2025-12-17 14:23:21.686312,1,93.21,55.925999999999995
2133,779,14,2025-02-18 14:23:21.686312,4,1279.44,767.664
2134,683,3,2025-12-30 14:23:21.686312,5,1044.4499999999998,626.67
2135,185,32,2025-05-04 14:23:21.686312,1,311.94,187.164
2136,267,44,2025-10-19 14:23:21.686312,3,1078.23,646.9380000000001
2137,755,47,2025-08-22 14:23:21.686312,2,516.64,309.984
2138,821,6,2025-06-15 14:23:21.686312,5,1292.2,775.3199999999999
2139,173,36,2025-08-19 14:23:21.686312,1,404.45,242.67
2140,697,33,2025-10-29 14:23:21.686312,2,256.56,153.936
2141,711,42,2025-03-29 14:23:21.686312,1,406.12,243.672
2142,256,14,2025-03-01 14:23:21.686312,3,959.58,575.748
2143,438,29,2025-07-16 14:23:21.686312,3,151.85999999999999,91.11599999999999
2144,891,37,2025-04-20 14:23:21.686312,3,1210.29,726.174
2145,210,7,2025-07-28 14:23:21.686312,3,1467.54,880.5239999999999
2146,108,16,2025-05-14 14:23:21.686312,4,300.6,180.36
2147,43,39,2025-10-16 14:23:21.686312,2,75.94,45.564
2148,742,15,2025-11-06 14:23:21.686312,4,442.44,265.464
2149,943,36,2025-09-05 14:23:21.686312,1,404.45,242.67
2150,123,14,2025-09-25 14:23:21.686312,1,319.86,191.916
2151,531,44,2025-01-25 14:23:21.686312,5,1797.0500000000002,1078.23
2152,677,27,2025-05-10 14:23:21.686312,1,279.49,167.694
2153,92,37,2025-04-13 14:23:21.686312,2,806.86,484.116
2154,514,43,2025-11-09 14:23:21.686312,5,88.6,53.16
2155,800,39,2025-11-15 14:23:21.686312,3,113.91,68.346
2156,550,35,2025-01-18 14:23:21.686312,3,946.89,568.134
2157,846,28,2025-12-03 14:23:21.686312,5,697.6999999999999,418.61999999999995
2158,644,44,2025-01-25 14:23:21.686312,5,1797.0500000000002,1078.23
2159,501,33,2025-01-31 14:23:21.686312,3,384.84000000000003,230.904
2160,280,16,2025-12-23 14:23:21.686312,4,300.6,180.36
2161,115,23,2025-02-02 14:23:21.686312,1,57.05,34.23
2162,727,47,2025-04-14 14:23:21.686312,4,1033.28,619.968
2163,863,24,2025-08-22 14:23:21.686312,4,877.72,526.632
2164,792,19,2025-02-07 14:23:21.686312,5,220.5,132.3
2165,527,6,2025-01-21 14:23:21.686312,3,775.3199999999999,465.192
2166,489,30,2025-08-23 14:23:21.686312,3,530.8499999999999,318.51
2167,654,18,2025-11-06 14:23:21.686312,5,2477.3500000000004,1486.4099999999999
2168,917,12,2025-07-01 14:23:21.686312,3,1468.6200000000001,881.172
2169,787,37,2025-01-28 14:23:21.686312,5,2017.15,1210.29
2170,218,23,2025-01-15 14:23:21.686312,3,171.14999999999998,102.69
2171,159,19,2025-01-05 14:23:21.686312,3,132.3,79.38
2172,950,17,2025-06-09 14:23:21.686312,5,1666.9499999999998,1000.17
2173,83,20,2025-03-30 14:23:21.686312,3,279.63,167.778
2174,341,4,2025-10-11 14:23:21.686312,3,65.01,39.006
2175,535,10,2025-03-02 14:23:21.686312,2,549.38,329.628
2176,321,35,2025-10-26 14:23:21.686312,5,1578.15,946.8899999999999
2177,513,39,2025-01-18 14:23:21.686312,2,75.94,45.564
2178,748,36,2025-04-05 14:23:21.686312,5,2022.25,1213.35
2179,461,30,2025-09-26 14:23:21.686312,5,884.75,530.8499999999999
2180,958,30,2025-03-22 14:23:21.686312,3,530.8499999999999,318.51
2181,775,26,2025-07-31 14:23:21.686312,2,864.08,518.448
2182,589,22,2025-04-03 14:23:21.686312,4,1581.04,948.6239999999999
2183,860,46,2025-01-03 14:23:21.686312,5,2031.6999999999998,1219.02
2184,585,5,2025-09-30 14:23:21.686312,1,146.88,88.128
2185,955,37,2025-03-03 14:23:21.686312,2,806.86,484.116
2186,942,41,2025-03-08 14:23:21.686312,2,831.88,499.128
2187,680,43,2025-08-13 14:23:21.686312,3,53.16,31.896
2188,119,18,2025-01-23 14:23:21.686312,2,990.94,594.564
2189,258,10,2025-12-07 14:23:21.686312,4,1098.76,659.256
2190,243,23,2025-06-10 14:23:21.686312,2,114.1,68.46
2191,57,1,2025-06-21 14:23:21.686312,4,93.72,56.232
2192,909,17,2025-05-19 14:23:21.686312,1,333.39,200.034
2193,289,9,2025-05-20 14:23:21.686312,3,932.25,559.3499999999999
2194,750,25,2025-07-18 14:23:21.686312,4,760.04,456.02399999999994
2195,275,29,2025-02-23 14:23:21.686312,5,253.1,151.85999999999999
2196,481,19,2025-07-31 14:23:21.686312,4,176.4,105.84
2197,690,8,2025-02-25 14:23:21.686312,5,1165.5,699.3
2198,125,13,2025-11-10 14:23:21.686312,3,602.8499999999999,361.71
2199,490,7,2025-03-27 14:23:21.686312,1,489.18,293.508
2200,253,13,2025-08-06 14:23:21.686312,2,401.9,241.14
2201,729,30,2025-09-18 14:23:21.686312,1,176.95,106.16999999999999
2202,675,48,2025-08-01 14:23:21.686312,1,224.09,134.454
2203,409,20,2025-03-01 14:23:21.686312,5,466.04999999999995,279.63
2204,743,11,2025-08-20 14:23:21.686312,5,110.39999999999999,66.24
2205,172,6,2025-05-27 14:23:21.686312,1,258.44,155.064
2206,780,25,2025-12-28 14:23:21.686312,3,570.03,342.018
2207,55,19,2025-11-21 14:23:21.686312,5,220.5,132.3
2208,465,22,2025-04-11 14:23:21.686312,1,395.26,237.15599999999998
2209,154,25,2025-05-14 14:23:21.686312,3,570.03,342.018
2210,694,47,2025-03-05 14:23:21.686312,1,258.32,154.992
2211,948,43,2025-02-12 14:23:21.686312,4,70.88,42.528
2212,934,9,2025-05-31 14:23:21.686312,2,621.5,372.9
2213,106,42,2025-06-08 14:23:21.686312,2,812.24,487.344
2214,818,7,2025-01-27 14:23:21.686312,1,489.18,293.508
2215,986,37,2025-05-07 14:23:21.686312,5,2017.15,1210.29
2216,976,49,2025-11-08 14:23:21.686312,1,72.76,43.656
2217,116,1,2025-07-27 14:23:21.686312,3,70.28999999999999,42.174
2218,882,17,2025-03-03 14:23:21.686312,3,1000.17,600.102
2219,406,42,2025-12-01 14:23:21.686312,1,406.12,243.672
2220,630,34,2025-03-04 14:23:21.686312,5,1561.55,936.93
2221,635,18,2025-05-21 14:23:21.686312,1,495.47,297.282
2222,110,42,2025-09-28 14:23:21.686312,4,1624.48,974.688
2223,689,49,2025-08-17 14:23:21.686312,4,291.04,174.624
2224,557,15,2025-10-25 14:23:21.686312,2,221.22,132.732
2225,158,44,2025-12-17 14:23:21.686312,2,718.82,431.29200000000003
2226,697,3,2025-06-05 14:23:21.686312,2,417.78,250.66799999999998
2227,808,18,2025-02-21 14:23:21.686312,3,1486.41,891.846
2228,924,2,2025-09-06 14:23:21.686312,2,719.42,431.652
2229,29,15,2025-02-03 14:23:21.686312,1,110.61,66.366
2230,144,45,2025-10-30 14:23:21.686312,1,61.32,36.792
2231,804,11,2025-12-29 14:23:21.686312,3,66.24,39.744
2232,453,30,2025-12-12 14:23:21.686312,5,884.75,530.8499999999999
2233,482,38,2025-12-22 14:23:21.686312,5,2467.85,1480.71
2234,573,12,2025-01-31 14:23:21.686312,2,979.08,587.448
2235,573,27,2025-07-12 14:23:21.686312,5,1397.45,838.4699999999999
2236,109,49,2025-07-26 14:23:21.686312,3,218.28000000000003,130.968
2237,811,3,2025-10-17 14:23:21.686312,3,626.67,376.00199999999995
2238,659,21,2025-10-10 14:23:21.686312,4,1348.88,809.3280000000001
2239,764,5,2025-03-03 14:23:21.686312,3,440.64,264.384
2240,511,10,2025-04-25 14:23:21.686312,5,1373.45,824.0699999999999
2241,542,47,2025-03-01 14:23:21.686312,1,258.32,154.992
2242,120,31,2025-01-25 14:23:21.686312,5,1936.3999999999999,1161.84
2243,657,17,2025-06-27 14:23:21.686312,4,1333.56,800.136
2244,994,13,2025-03-12 14:23:21.686312,2,401.9,241.14
2245,950,25,2025-10-05 14:23:21.686312,5,950.05,570.03
2246,626,50,2025-04-05 14:23:21.686312,2,591.56,354.936
2247,772,44,2025-11-30 14:23:21.686312,4,1437.64,862.5840000000001
2248,994,50,2025-10-02 14:23:21.686312,4,1183.12,709.872
2249,520,14,2025-09-30 14:23:21.686312,4,1279.44,767.664
2250,950,47,2025-11-27 14:23:21.686312,2,516.64,309.984
2251,639,42,2025-02-23 14:23:21.686312,3,1218.3600000000001,731.016
2252,369,45,2025-05-06 14:23:21.686312,4,245.28,147.168
2253,84,23,2025-08-19 14:23:21.686312,4,228.2,136.92
2254,626,44,2025-10-13 14:23:21.686312,4,1437.64,862.5840000000001
2255,450,39,2025-09-07 14:23:21.686312,5,189.85,113.91
2256,448,6,2025-11-21 14:23:21.686312,4,1033.76,620.256
2257,532,16,2025-09-16 14:23:21.686312,1,75.15,45.09
2258,930,49,2025-09-14 14:23:21.686312,5,363.8,218.28
2259,743,38,2025-04-11 14:23:21.686312,5,2467.85,1480.71
2260,234,23,2025-09-05 14:23:21.686312,1,57.05,34.23
2261,343,43,2025-04-10 14:23:21.686312,5,88.6,53.16
2262,224,29,2025-06-04 14:23:21.686312,3,151.85999999999999,91.11599999999999
2263,458,31,2025-10-05 14:23:21.686312,4,1549.12,929.4719999999999
2264,625,29,2025-12-15 14:23:21.686312,2,101.24,60.74399999999999
2265,342,10,2025-04-20 14:23:21.686312,5,1373.45,824.0699999999999
2266,901,26,2025-05-13 14:23:21.686312,4,1728.16,1036.896
2267,758,27,2025-05-19 14:23:21.686312,2,558.98,335.388
2268,206,8,2025-04-25 14:23:21.686312,1,233.1,139.85999999999999
2269,524,25,2025-08-30 14:23:21.686312,2,380.02,228.01199999999997
2270,277,38,2025-01-07 14:23:21.686312,4,1974.28,1184.568
2271,533,31,2025-10-09 14:23:21.686312,2,774.56,464.73599999999993
2272,967,6,2025-02-23 14:23:21.686312,5,1292.2,775.3199999999999
2273,451,31,2025-05-25 14:23:21.686312,2,774.56,464.73599999999993
2274,114,30,2025-05-10 14:23:21.686312,5,884.75,530.8499999999999
2275,891,29,2025-08-21 14:23:21.686312,4,202.48,121.48799999999999
2276,618,37,2025-11-23 14:23:21.686312,5,2017.15,1210.29
2277,982,33,2025-01-25 14:23:21.686312,4,513.12,307.872
2278,627,49,2025-08-05 14:23:21.686312,3,218.28000000000003,130.968
2279,876,5,2025-01-29 14:23:21.686312,4,587.52,352.512
2280,672,50,2025-08-04 14:23:21.686312,3,887.3399999999999,532.404
2281,7,47,2025-07-04 14:23:21.686312,1,258.32,154.992
2282,906,40,2025-06-10 14:23:21.686312,4,325.0,195.0
2283,986,3,2025-04-29 14:23:21.686312,4,835.56,501.33599999999996
2284,285,8,2025-08-11 14:23:21.686312,5,1165.5,699.3
2285,767,35,2025-01-13 14:23:21.686312,1,315.63,189.378
2286,127,41,2025-03-07 14:23:21.686312,4,1663.76,998.256
2287,313,3,2025-11-17 14:23:21.686312,3,626.67,376.00199999999995
2288,946,23,2025-07-23 14:23:21.686312,2,114.1,68.46
2289,690,31,2025-06-14 14:23:21.686312,4,1549.12,929.4719999999999
2290,593,5,2025-06-22 14:23:21.686312,4,587.52,352.512
2291,857,48,2025-10-04 14:23:21.686312,5,1120.45,672.27
2292,198,34,2025-05-21 14:23:21.686312,4,1249.24,749.544
2293,635,29,2025-07-08 14:23:21.686312,4,202.48,121.48799999999999
2294,850,4,2025-06-26 14:23:21.686312,4,86.68,52.008
2295,521,21,2025-01-06 14:23:21.686312,5,1686.1000000000001,1011.6600000000001
2296,521,34,2025-04-10 14:23:21.686312,4,1249.24,749.544
2297,820,12,2025-01-05 14:23:21.686312,4,1958.16,1174.896
2298,666,28,2025-04-11 14:23:21.686312,3,418.62,251.17199999999997
2299,332,8,2025-03-06 14:23:21.686312,5,1165.5,699.3
2300,407,39,2025-07-27 14:23:21.686312,5,189.85,113.91
2301,401,31,2025-05-23 14:23:21.686312,5,1936.3999999999999,1161.84
2302,801,35,2025-03-29 14:23:21.686312,1,315.63,189.378
2303,406,2,2025-01-13 14:23:21.686312,2,719.42,431.652
2304,619,8,2025-08-15 14:23:21.686312,4,932.4,559.4399999999999
2305,145,2,2025-06-27 14:23:21.686312,1,359.71,215.826
2306,77,38,2025-06-08 14:23:21.686312,2,987.14,592.284
2307,250,11,2025-12-31 14:23:21.686312,5,110.39999999999999,66.24
2308,729,50,2025-12-08 14:23:21.686312,1,295.78,177.468
2309,445,48,2025-01-16 14:23:21.686312,2,448.18,268.908
2310,922,1,2025-09-09 14:23:21.686312,1,23.43,14.058
2311,340,7,2025-08-24 14:23:21.686312,1,489.18,293.508
2312,241,8,2025-04-12 14:23:21.686312,4,932.4,559.4399999999999
2313,142,30,2025-11-03 14:23:21.686312,1,176.95,106.16999999999999
2314,826,28,2025-06-29 14:23:21.686312,5,697.6999999999999,418.61999999999995
2315,992,37,2025-02-18 14:23:21.686312,5,2017.15,1210.29
2316,158,34,2025-09-04 14:23:21.686312,2,624.62,374.772
2317,666,17,2025-11-05 14:23:21.686312,3,1000.17,600.102
2318,614,44,2025-01-13 14:23:21.686312,5,1797.0500000000002,1078.23
2319,344,3,2025-01-24 14:23:21.686312,3,626.67,376.00199999999995
2320,511,48,2025-10-08 14:23:21.686312,3,672.27,403.362
2321,526,21,2025-12-27 14:23:21.686312,5,1686.1000000000001,1011.6600000000001
2322,47,39,2025-05-04 14:23:21.686312,3,113.91,68.346
2323,604,17,2025-02-05 14:23:21.686312,5,1666.9499999999998,1000.17
2324,566,38,2025-10-08 14:23:21.686312,5,2467.85,1480.71
2325,801,43,2025-05-01 14:23:21.686312,2,35.44,21.264
2326,311,30,2025-03-17 14:23:21.686312,1,176.95,106.16999999999999
2327,338,42,2025-02-25 14:23:21.686312,2,812.24,487.344
2328,120,4,2025-03-13 14:23:21.686312,5,108.35000000000001,65.01
2329,750,50,2025-11-13 14:23:21.686312,5,1478.8999999999999,887.3399999999999
2330,979,7,2025-08-25 14:23:21.686312,3,1467.54,880.5239999999999
2331,560,23,2025-05-26 14:23:21.686312,2,114.1,68.46
2332,178,3,2025-07-18 14:23:21.686312,2,417.78,250.66799999999998
2333,315,10,2025-08-06 14:23:21.686312,5,1373.45,824.0699999999999
2334,747,46,2025-04-21 14:23:21.686312,5,2031.6999999999998,1219.02
2335,502,39,2025-12-25 14:23:21.686312,5,189.85,113.91
2336,293,24,2025-03-23 14:23:21.686312,5,1097.15,658.29
2337,328,48,2025-03-21 14:23:21.686312,2,448.18,268.908
2338,811,40,2025-03-12 14:23:21.686312,2,162.5,97.5
2339,200,3,2025-03-12 14:23:21.686312,2,417.78,250.66799999999998
2340,923,38,2025-10-01 14:23:21.686312,3,1480.71,888.4259999999999
2341,827,20,2025-03-06 14:23:21.686312,2,186.42,111.85199999999999
2342,66,37,2025-07-28 14:23:21.686312,5,2017.15,1210.29
2343,923,36,2025-12-01 14:23:21.686312,1,404.45,242.67
2344,764,4,2025-12-04 14:23:21.686312,2,43.34,26.004
2345,392,31,2025-12-24 14:23:21.686312,3,1161.84,697.1039999999999
2346,348,4,2025-09-26 14:23:21.686312,5,108.35000000000001,65.01
